 xc0ab   DHE-PSK-AES256-CCM8            DHEPSK     AESCCM8    256         TLS_PSK_DHE_WITH_AES_256_CCM_8                    
 xc0aa   DHE-PSK-AES128-CCM8            DHEPSK     AESCCM8    128         TLS_PSK_DHE_WITH_AES_128_CCM_8                    
 xc0a9   PSK-AES256-CCM8                PSK        AESCCM8    256         TLS_PSK_WITH_AES_256_CCM_8                        
 xc0a8   PSK-AES128-CCM8                PSK        AESCCM8    128         TLS_PSK_WITH_AES_128_CCM_8                        
 xc0a7   DHE-PSK-AES256-CCM             DHEPSK     AESCCM     256         TLS_DHE_PSK_WITH_AES_256_CCM                      
 xc0a6   DHE-PSK-AES128-CCM             DHEPSK     AESCCM     128         TLS_DHE_PSK_WITH_AES_128_CCM                      
 xc0a5   PSK-AES256-CCM                 PSK        AESCCM     256         TLS_PSK_WITH_AES_256_CCM                          
 xc0a4   PSK-AES128-CCM                 PSK        AESCCM     128         TLS_PSK_WITH_AES_128_CCM                          
 xc0a3   DHE-RSA-AES256-CCM8            DH         AESCCM8    256         TLS_DHE_RSA_WITH_AES_256_CCM_8                    
 xc0a2   DHE-RSA-AES128-CCM8            DH         AESCCM8    128         TLS_DHE_RSA_WITH_AES_128_CCM_8                    
 xc0a1   AES256-CCM8                    RSA        AESCCM8    256         TLS_RSA_WITH_AES_256_CCM_8                        
 xc0a0   AES128-CCM8                    RSA        AESCCM8    128         TLS_RSA_WITH_AES_128_CCM_8                        
 xc09f   DHE-RSA-AES256-CCM             DH         AESCCM     256         TLS_DHE_RSA_WITH_AES_256_CCM                      
 xc09e   DHE-RSA-AES128-CCM             DH         AESCCM     128         TLS_DHE_RSA_WITH_AES_128_CCM                      
 xc09d   AES256-CCM                     RSA        AESCCM     256         TLS_RSA_WITH_AES_256_CCM                          
 xc09c   AES128-CCM                     RSA        AESCCM     128         TLS_RSA_WITH_AES_128_CCM                          
 xc09b   ECDHE-PSK-CAMELLIA256-SHA384   ECDHEPSK   Camellia   256         TLS_ECDHE_PSK_WITH_CAMELLIA_256_CBC_SHA384        
 xc09a   ECDHE-PSK-CAMELLIA128-SHA256   ECDHEPSK   Camellia   128         TLS_ECDHE_PSK_WITH_CAMELLIA_128_CBC_SHA256        
 xc099   RSA-PSK-CAMELLIA256-SHA384     RSAPSK     Camellia   256         TLS_RSA_PSK_WITH_CAMELLIA_256_CBC_SHA384          
 xc098   RSA-PSK-CAMELLIA128-SHA256     RSAPSK     Camellia   128         TLS_RSA_PSK_WITH_CAMELLIA_128_CBC_SHA256          
 xc097   DHE-PSK-CAMELLIA256-SHA384     DHEPSK     Camellia   256         TLS_DHE_PSK_WITH_CAMELLIA_256_CBC_SHA384          
 xc096   DHE-PSK-CAMELLIA128-SHA256     DHEPSK     Camellia   128         TLS_DHE_PSK_WITH_CAMELLIA_128_CBC_SHA256          
 xc095   PSK-CAMELLIA256-SHA384         PSK        Camellia   256         TLS_PSK_WITH_CAMELLIA_256_CBC_SHA384              
 xc094   PSK-CAMELLIA128-SHA256         PSK        Camellia   128         TLS_PSK_WITH_CAMELLIA_128_CBC_SHA256              
 xc079   ECDH-RSA-CAMELLIA256-SHA384    ECDH/RSA   Camellia   256         TLS_ECDH_RSA_WITH_CAMELLIA_256_CBC_SHA384         
 xc078   ECDH-RSA-CAMELLIA128-SHA256    ECDH/RSA   Camellia   128         TLS_ECDH_RSA_WITH_CAMELLIA_128_CBC_SHA256         
 xc077   ECDHE-RSA-CAMELLIA256-SHA384   ECDH       Camellia   256         TLS_ECDHE_RSA_WITH_CAMELLIA_256_CBC_SHA384        
 xc076   ECDHE-RSA-CAMELLIA128-SHA256   ECDH       Camellia   128         TLS_ECDHE_RSA_WITH_CAMELLIA_128_CBC_SHA256        
 xc075   ECDH-ECDSA-CAMELLIA256-SHA384  ECDH/ECDSA Camellia   256         TLS_ECDH_ECDSA_WITH_CAMELLIA_256_CBC_SHA384       
 xc074   ECDH-ECDSA-CAMELLIA128-SHA256  ECDH/ECDSA Camellia   128         TLS_ECDH_ECDSA_WITH_CAMELLIA_128_CBC_SHA256       
 xc073   ECDHE-ECDSA-CAMELLIA256-SHA384 ECDH       Camellia   256         TLS_ECDHE_ECDSA_WITH_CAMELLIA_256_CBC_SHA384      
 xc072   ECDHE-ECDSA-CAMELLIA128-SHA256 ECDH       Camellia   128         TLS_ECDHE_ECDSA_WITH_CAMELLIA_128_CBC_SHA256      
 xc03b   ECDHE-PSK-NULL-SHA384          ECDHEPSK   None       None        TLS_ECDHE_PSK_WITH_NULL_SHA384                    
 xc03a   ECDHE-PSK-NULL-SHA256          ECDHEPSK   None       None        TLS_ECDHE_PSK_WITH_NULL_SHA256                    
 xc039   ECDHE-PSK-NULL-SHA             ECDHEPSK   None       None        TLS_ECDHE_PSK_WITH_NULL_SHA                       
 xc038   ECDHE-PSK-AES256-CBC-SHA384    ECDHEPSK   AES        256         TLS_ECDHE_PSK_WITH_AES_256_CBC_SHA384             
 xc037   ECDHE-PSK-AES128-CBC-SHA256    ECDHEPSK   AES        128         TLS_ECDHE_PSK_WITH_AES_128_CBC_SHA256             
 xc036   ECDHE-PSK-AES256-CBC-SHA       ECDHEPSK   AES        256         TLS_ECDHE_PSK_WITH_AES_256_CBC_SHA                
 xc035   ECDHE-PSK-AES128-CBC-SHA       ECDHEPSK   AES        128         TLS_ECDHE_PSK_WITH_AES_128_CBC_SHA                
 xc034   ECDHE-PSK-3DES-EDE-CBC-SHA     ECDHEPSK   3DES       168         TLS_ECDHE_PSK_WITH_3DES_EDE_CBC_SHA               
 xc032   ECDH-RSA-AES256-GCM-SHA384     ECDH/RSA   AESGCM     256         TLS_ECDH_RSA_WITH_AES_256_GCM_SHA384              
 xc031   ECDH-RSA-AES128-GCM-SHA256     ECDH/RSA   AESGCM     128         TLS_ECDH_RSA_WITH_AES_128_GCM_SHA256              
 xc030   ECDHE-RSA-AES256-GCM-SHA384    ECDH       AESGCM     256         TLS_ECDHE_RSA_WITH_AES_256_GCM_SHA384             
 xc02f   ECDHE-RSA-AES128-GCM-SHA256    ECDH       AESGCM     128         TLS_ECDHE_RSA_WITH_AES_128_GCM_SHA256             
 xc02e   ECDH-ECDSA-AES256-GCM-SHA384   ECDH/ECDSA AESGCM     256         TLS_ECDH_ECDSA_WITH_AES_256_GCM_SHA384            
 xc02d   ECDH-ECDSA-AES128-GCM-SHA256   ECDH/ECDSA AESGCM     128         TLS_ECDH_ECDSA_WITH_AES_128_GCM_SHA256            
 xc02c   ECDHE-ECDSA-AES256-GCM-SHA384  ECDH       AESGCM     256         TLS_ECDHE_ECDSA_WITH_AES_256_GCM_SHA384           
 xc02b   ECDHE-ECDSA-AES128-GCM-SHA256  ECDH       AESGCM     128         TLS_ECDHE_ECDSA_WITH_AES_128_GCM_SHA256           
 xc02a   ECDH-RSA-AES256-SHA384         ECDH/RSA   AES        256         TLS_ECDH_RSA_WITH_AES_256_CBC_SHA384              
 xc029   ECDH-RSA-AES128-SHA256         ECDH/RSA   AES        128         TLS_ECDH_RSA_WITH_AES_128_CBC_SHA256              
 xc028   ECDHE-RSA-AES256-SHA384        ECDH       AES        256         TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA384             
 xc027   ECDHE-RSA-AES128-SHA256        ECDH       AES        128         TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA256             
 xc026   ECDH-ECDSA-AES256-SHA384       ECDH/ECDSA AES        256         TLS_ECDH_ECDSA_WITH_AES_256_CBC_SHA384            
 xc025   ECDH-ECDSA-AES128-SHA256       ECDH/ECDSA AES        128         TLS_ECDH_ECDSA_WITH_AES_128_CBC_SHA256            
 xc024   ECDHE-ECDSA-AES256-SHA384      ECDH       AES        256         TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA384           
 xc023   ECDHE-ECDSA-AES128-SHA256      ECDH       AES        128         TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA256           
 xc022   SRP-DSS-AES-256-CBC-SHA        SRP        AES        256         TLS_SRP_SHA_DSS_WITH_AES_256_CBC_SHA              
 xc021   SRP-RSA-AES-256-CBC-SHA        SRP        AES        256         TLS_SRP_SHA_RSA_WITH_AES_256_CBC_SHA              
 xc020   SRP-AES-256-CBC-SHA            SRP        AES        256         TLS_SRP_SHA_WITH_AES_256_CBC_SHA                  
 xc01f   SRP-DSS-AES-128-CBC-SHA        SRP        AES        128         TLS_SRP_SHA_DSS_WITH_AES_128_CBC_SHA              
 xc01e   SRP-RSA-AES-128-CBC-SHA        SRP        AES        128         TLS_SRP_SHA_RSA_WITH_AES_128_CBC_SHA              
 xc01d   SRP-AES-128-CBC-SHA            SRP        AES        128         TLS_SRP_SHA_WITH_AES_128_CBC_SHA                  
 xc01c   SRP-DSS-3DES-EDE-CBC-SHA       SRP        3DES       168         TLS_SRP_SHA_DSS_WITH_3DES_EDE_CBC_SHA             
 xc01b   SRP-RSA-3DES-EDE-CBC-SHA       SRP        3DES       168         TLS_SRP_SHA_RSA_WITH_3DES_EDE_CBC_SHA             
 xc01a   SRP-3DES-EDE-CBC-SHA           SRP        3DES       168         TLS_SRP_SHA_WITH_3DES_EDE_CBC_SHA                 
 xc019   AECDH-AES256-SHA               ECDH       AES        256         TLS_ECDH_anon_WITH_AES_256_CBC_SHA                
 xc018   AECDH-AES128-SHA               ECDH       AES        128         TLS_ECDH_anon_WITH_AES_128_CBC_SHA                
 xc017   AECDH-DES-CBC3-SHA             ECDH       3DES       168         TLS_ECDH_anon_WITH_3DES_EDE_CBC_SHA               
 xc016   AECDH-RC4-SHA                  ECDH       RC4        128         TLS_ECDH_anon_WITH_RC4_128_SHA                    
 xc015   AECDH-NULL-SHA                 ECDH       None       None        TLS_ECDH_anon_WITH_NULL_SHA                       
 xc014   ECDHE-RSA-AES256-SHA           ECDH       AES        256         TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA                
 xc013   ECDHE-RSA-AES128-SHA           ECDH       AES        128         TLS_ECDHE_RSA_WITH_AES_128_CBC_SHA                
 xc012   ECDHE-RSA-DES-CBC3-SHA         ECDH       3DES       168         TLS_ECDHE_RSA_WITH_3DES_EDE_CBC_SHA               
 xc011   ECDHE-RSA-RC4-SHA              ECDH       RC4        128         TLS_ECDHE_RSA_WITH_RC4_128_SHA                    
 xc010   ECDHE-RSA-NULL-SHA             ECDH       None       None        TLS_ECDHE_RSA_WITH_NULL_SHA                       
 xc00f   ECDH-RSA-AES256-SHA            ECDH/RSA   AES        256         TLS_ECDH_RSA_WITH_AES_256_CBC_SHA                 
 xc00e   ECDH-RSA-AES128-SHA            ECDH/RSA   AES        128         TLS_ECDH_RSA_WITH_AES_128_CBC_SHA                 
 xc00d   ECDH-RSA-DES-CBC3-SHA          ECDH/RSA   3DES       168         TLS_ECDH_RSA_WITH_3DES_EDE_CBC_SHA                
 xc00c   ECDH-RSA-RC4-SHA               ECDH/RSA   RC4        128         TLS_ECDH_RSA_WITH_RC4_128_SHA                     
 xc00b   ECDH-RSA-NULL-SHA              ECDH/RSA   None       None        TLS_ECDH_RSA_WITH_NULL_SHA                        
 xc00a   ECDHE-ECDSA-AES256-SHA         ECDH       AES        256         TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA              
 xc009   ECDHE-ECDSA-AES128-SHA         ECDH       AES        128         TLS_ECDHE_ECDSA_WITH_AES_128_CBC_SHA              
 xc008   ECDHE-ECDSA-DES-CBC3-SHA       ECDH       3DES       168         TLS_ECDHE_ECDSA_WITH_3DES_EDE_CBC_SHA             
 xc007   ECDHE-ECDSA-RC4-SHA            ECDH       RC4        128         TLS_ECDHE_ECDSA_WITH_RC4_128_SHA                  
 xc006   ECDHE-ECDSA-NULL-SHA           ECDH       None       None        TLS_ECDHE_ECDSA_WITH_NULL_SHA                     
 xc005   ECDH-ECDSA-AES256-SHA          ECDH/ECDSA AES        256         TLS_ECDH_ECDSA_WITH_AES_256_CBC_SHA               
 xc004   ECDH-ECDSA-AES128-SHA          ECDH/ECDSA AES        128         TLS_ECDH_ECDSA_WITH_AES_128_CBC_SHA               
 xc003   ECDH-ECDSA-DES-CBC3-SHA        ECDH/ECDSA 3DES       168         TLS_ECDH_ECDSA_WITH_3DES_EDE_CBC_SHA              
 xc002   ECDH-ECDSA-RC4-SHA             ECDH/ECDSA RC4        128         TLS_ECDH_ECDSA_WITH_RC4_128_SHA                   
 xc001   ECDH-ECDSA-NULL-SHA            ECDH/ECDSA None       None        TLS_ECDH_ECDSA_WITH_NULL_SHA                      
 xbf     ADH-CAMELLIA128-SHA256         DH         Camellia   128         TLS_DH_anon_WITH_CAMELLIA_128_CBC_SHA256          
 xbe     DHE-RSA-CAMELLIA128-SHA256     DH         Camellia   128         TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA256          
 xbd     DHE-DSS-CAMELLIA128-SHA256     DH         Camellia   128         TLS_DHE_DSS_WITH_CAMELLIA_128_CBC_SHA256          
 xbc     DH-RSA-CAMELLIA128-SHA256      DH/RSA     Camellia   128         TLS_DH_RSA_WITH_CAMELLIA_128_CBC_SHA256           
 xbb     DH-DSS-CAMELLIA128-SHA256      DH/DSS     Camellia   128         TLS_DH_DSS_WITH_CAMELLIA_128_CBC_SHA256           
 xba     CAMELLIA128-SHA256             RSA        Camellia   128         TLS_RSA_WITH_CAMELLIA_128_CBC_SHA256              
 xb9     RSA-PSK-NULL-SHA384            RSAPSK     None       None        TLS_RSA_PSK_WITH_NULL_SHA384                      
 xb8     RSA-PSK-NULL-SHA256            RSAPSK     None       None        TLS_RSA_PSK_WITH_NULL_SHA256                      
 xb7     RSA-PSK-AES256-CBC-SHA384      RSAPSK     AES        256         TLS_RSA_PSK_WITH_AES_256_CBC_SHA384               
 xb6     RSA-PSK-AES128-CBC-SHA256      RSAPSK     AES        128         TLS_RSA_PSK_WITH_AES_128_CBC_SHA256               
 xb5     DHE-PSK-NULL-SHA384            DHEPSK     None       None        TLS_DHE_PSK_WITH_NULL_SHA384                      
 xb4     DHE-PSK-NULL-SHA256            DHEPSK     None       None        TLS_DHE_PSK_WITH_NULL_SHA256                      
 xb3     DHE-PSK-AES256-CBC-SHA384      DHEPSK     AES        256         TLS_DHE_PSK_WITH_AES_256_CBC_SHA384               
 xb2     DHE-PSK-AES128-CBC-SHA256      DHEPSK     AES        128         TLS_DHE_PSK_WITH_AES_128_CBC_SHA256               
 xb1     PSK-NULL-SHA384                PSK        None       None        TLS_PSK_WITH_NULL_SHA384                          
 xb0     PSK-NULL-SHA256                PSK        None       None        TLS_PSK_WITH_NULL_SHA256                          
 xaf     PSK-AES256-CBC-SHA384          PSK        AES        256         TLS_PSK_WITH_AES_256_CBC_SHA384                   
 xae     PSK-AES128-CBC-SHA256          PSK        AES        128         TLS_PSK_WITH_AES_128_CBC_SHA256                   
 xad     RSA-PSK-AES256-GCM-SHA384      RSAPSK     AESGCM     256         TLS_RSA_PSK_WITH_AES_256_GCM_SHA384               
 xac     RSA-PSK-AES128-GCM-SHA256      RSAPSK     AESGCM     128         TLS_RSA_PSK_WITH_AES_128_GCM_SHA256               
 xab     DHE-PSK-AES256-GCM-SHA384      DHEPSK     AESGCM     256         TLS_DHE_PSK_WITH_AES_256_GCM_SHA384               
 xaa     DHE-PSK-AES128-GCM-SHA256      DHEPSK     AESGCM     128         TLS_DHE_PSK_WITH_AES_128_GCM_SHA256               
 xa9     PSK-AES256-GCM-SHA384          PSK        AESGCM     256         TLS_PSK_WITH_AES_256_GCM_SHA384                   
 xa8     PSK-AES128-GCM-SHA256          PSK        AESGCM     128         TLS_PSK_WITH_AES_128_GCM_SHA256                   
 xa7     ADH-AES256-GCM-SHA384          DH         AESGCM     256         TLS_DH_anon_WITH_AES_256_GCM_SHA384               
 xa6     ADH-AES128-GCM-SHA256          DH         AESGCM     128         TLS_DH_anon_WITH_AES_128_GCM_SHA256               
 xa5     DH-DSS-AES256-GCM-SHA384       DH/DSS     AESGCM     256         TLS_DH_DSS_WITH_AES_256_GCM_SHA384                
 xa4     DH-DSS-AES128-GCM-SHA256       DH/DSS     AESGCM     128         TLS_DH_DSS_WITH_AES_128_GCM_SHA256                
 xa3     DHE-DSS-AES256-GCM-SHA384      DH         AESGCM     256         TLS_DHE_DSS_WITH_AES_256_GCM_SHA384               
 xa2     DHE-DSS-AES128-GCM-SHA256      DH         AESGCM     128         TLS_DHE_DSS_WITH_AES_128_GCM_SHA256               
 xa1     DH-RSA-AES256-GCM-SHA384       DH/RSA     AESGCM     256         TLS_DH_RSA_WITH_AES_256_GCM_SHA384                
 xa0     DH-RSA-AES128-GCM-SHA256       DH/RSA     AESGCM     128         TLS_DH_RSA_WITH_AES_128_GCM_SHA256                
 x9f     DHE-RSA-AES256-GCM-SHA384      DH         AESGCM     256         TLS_DHE_RSA_WITH_AES_256_GCM_SHA384               
 x9e     DHE-RSA-AES128-GCM-SHA256      DH         AESGCM     128         TLS_DHE_RSA_WITH_AES_128_GCM_SHA256               
 x9d     AES256-GCM-SHA384              RSA        AESGCM     256         TLS_RSA_WITH_AES_256_GCM_SHA384                   
 x9c     AES128-GCM-SHA256              RSA        AESGCM     128         TLS_RSA_WITH_AES_128_GCM_SHA256                   
 x9b     ADH-SEED-SHA                   DH         SEED       128         TLS_DH_anon_WITH_SEED_CBC_SHA                     
 x9a     DHE-RSA-SEED-SHA               DH         SEED       128         TLS_DHE_RSA_WITH_SEED_CBC_SHA                     
 x99     DHE-DSS-SEED-SHA               DH         SEED       128         TLS_DHE_DSS_WITH_SEED_CBC_SHA                     
 x98     DH-RSA-SEED-SHA                DH/RSA     SEED       128         TLS_DH_RSA_WITH_SEED_CBC_SHA                      
 x97     DH-DSS-SEED-SHA                DH/DSS     SEED       128         TLS_DH_DSS_WITH_SEED_CBC_SHA                      
 x96     SEED-SHA                       RSA        SEED       128         TLS_RSA_WITH_SEED_CBC_SHA                         
 x95     RSA-PSK-AES256-CBC-SHA         RSAPSK     AES        256         TLS_RSA_PSK_WITH_AES_256_CBC_SHA                  
 x94     RSA-PSK-AES128-CBC-SHA         RSAPSK     AES        128         TLS_RSA_PSK_WITH_AES_128_CBC_SHA                  
 x93     RSA-PSK-3DES-EDE-CBC-SHA       RSAPSK     3DES       168         TLS_RSA_PSK_WITH_3DES_EDE_CBC_SHA                 
 x92     RSA-PSK-RC4-SHA                RSAPSK     RC4        128         TLS_RSA_PSK_WITH_RC4_128_SHA                      
 x91     DHE-PSK-AES256-CBC-SHA         DHEPSK     AES        256         TLS_DHE_PSK_WITH_AES_256_CBC_SHA                  
 x90     DHE-PSK-AES128-CBC-SHA         DHEPSK     AES        128         TLS_DHE_PSK_WITH_AES_128_CBC_SHA                  
 x8f     DHE-PSK-3DES-EDE-CBC-SHA       DHEPSK     3DES       168         TLS_DHE_PSK_WITH_3DES_EDE_CBC_SHA                 
 x8d     PSK-AES256-CBC-SHA             PSK        AES        256         TLS_PSK_WITH_AES_256_CBC_SHA                      
 x8c     PSK-AES128-CBC-SHA             PSK        AES        128         TLS_PSK_WITH_AES_128_CBC_SHA                      
 x8b     PSK-3DES-EDE-CBC-SHA           PSK        3DES       168         TLS_PSK_WITH_3DES_EDE_CBC_SHA                     
 x8a     PSK-RC4-SHA                    PSK        RC4        128         TLS_PSK_WITH_RC4_128_SHA                          
 x89     ADH-CAMELLIA256-SHA            DH         Camellia   256         TLS_DH_anon_WITH_CAMELLIA_256_CBC_SHA             
 x88     DHE-RSA-CAMELLIA256-SHA        DH         Camellia   256         TLS_DHE_RSA_WITH_CAMELLIA_256_CBC_SHA             
 x87     DHE-DSS-CAMELLIA256-SHA        DH         Camellia   256         TLS_DHE_DSS_WITH_CAMELLIA_256_CBC_SHA             
 x86     DH-RSA-CAMELLIA256-SHA         DH/RSA     Camellia   256         TLS_DH_RSA_WITH_CAMELLIA_256_CBC_SHA              
 x85     DH-DSS-CAMELLIA256-SHA         DH/DSS     Camellia   256         TLS_DH_DSS_WITH_CAMELLIA_256_CBC_SHA              
 x84     CAMELLIA256-SHA                RSA        Camellia   256         TLS_RSA_WITH_CAMELLIA_256_CBC_SHA                 
 x83     GOST2001-NULL-GOST94           GOST       None       None        TLS_GOSTR341001_WITH_NULL_GOSTR3411               
 x82     GOST94-NULL-GOST94             GOST       None       None        TLS_GOSTR341094_WITH_NULL_GOSTR3411               
 x81     GOST2001-GOST89-GOST89         GOST       GOST89     256         TLS_GOSTR341001_WITH_28147_CNT_IMIT               
 x80     GOST94-GOST89-GOST89           GOST       GOST89     256         TLS_GOSTR341094_WITH_28147_CNT_IMIT               
 x6d     ADH-AES256-SHA256              DH         AES        256         TLS_DH_anon_WITH_AES_256_CBC_SHA256               
 x6c     ADH-AES128-SHA256              DH         AES        128         TLS_DH_anon_WITH_AES_128_CBC_SHA256               
 x6b     DHE-RSA-AES256-SHA256          DH         AES        256         TLS_DHE_RSA_WITH_AES_256_CBC_SHA256               
 x6a     DHE-DSS-AES256-SHA256          DH         AES        256         TLS_DHE_DSS_WITH_AES_256_CBC_SHA256               
 x69     DH-RSA-AES256-SHA256           DH/RSA     AES        256         TLS_DH_RSA_WITH_AES_256_CBC_SHA256                
 x68     DH-DSS-AES256-SHA256           DH/DSS     AES        256         TLS_DH_DSS_WITH_AES_256_CBC_SHA256                
 x67     DHE-RSA-AES128-SHA256          DH         AES        128         TLS_DHE_RSA_WITH_AES_128_CBC_SHA256               
 x66     DHE-DSS-RC4-SHA                DH         RC4        128         TLS_DHE_DSS_WITH_RC4_128_SHA                      
 x65     EXP1024-DHE-DSS-RC4-SHA        DH(1024)   RC4        56,export   TLS_DHE_DSS_EXPORT1024_WITH_RC4_56_SHA            
 x64     EXP1024-RC4-SHA                RSA(1024)  RC4        56,export   TLS_RSA_EXPORT1024_WITH_RC4_56_SHA                
 x63     EXP1024-DHE-DSS-DES-CBC-SHA    DH(1024)   DES        56,export   TLS_DHE_DSS_EXPORT1024_WITH_DES_CBC_SHA           
 x62     EXP1024-DES-CBC-SHA            RSA(1024)  DES        56,export   TLS_RSA_EXPORT1024_WITH_DES_CBC_SHA               
 x61     EXP1024-RC2-CBC-MD5            RSA(1024)  RC2        56,export   TLS_RSA_EXPORT1024_WITH_RC2_56_MD5                
 x60     EXP1024-RC4-MD5                RSA(1024)  RC4        56,export   TLS_RSA_EXPORT1024_WITH_RC4_56_MD5                
 x46     ADH-CAMELLIA128-SHA            DH         Camellia   128         TLS_DH_anon_WITH_CAMELLIA_128_CBC_SHA             
 x45     DHE-RSA-CAMELLIA128-SHA        DH         Camellia   128         TLS_DHE_RSA_WITH_CAMELLIA_128_CBC_SHA             
 x44     DHE-DSS-CAMELLIA128-SHA        DH         Camellia   128         TLS_DHE_DSS_WITH_CAMELLIA_128_CBC_SHA             
 x43     DH-RSA-CAMELLIA128-SHA         DH/RSA     Camellia   128         TLS_DH_RSA_WITH_CAMELLIA_128_CBC_SHA              
 x42     DH-DSS-CAMELLIA128-SHA         DH/DSS     Camellia   128         TLS_DH_DSS_WITH_CAMELLIA_128_CBC_SHA              
 x41     CAMELLIA128-SHA                RSA        Camellia   128         TLS_RSA_WITH_CAMELLIA_128_CBC_SHA                 
 x40     DHE-DSS-AES128-SHA256          DH         AES        128         TLS_DHE_DSS_WITH_AES_128_CBC_SHA256               
 x3f     DH-RSA-AES128-SHA256           DH/RSA     AES        128         TLS_DH_RSA_WITH_AES_128_CBC_SHA256                
 x3e     DH-DSS-AES128-SHA256           DH/DSS     AES        128         TLS_DH_DSS_WITH_AES_128_CBC_SHA256                
 x3d     AES256-SHA256                  RSA        AES        256         TLS_RSA_WITH_AES_256_CBC_SHA256                   
 x3c     AES128-SHA256                  RSA        AES        128         TLS_RSA_WITH_AES_128_CBC_SHA256                   
 x3b     NULL-SHA256                    RSA        None       None        TLS_RSA_WITH_NULL_SHA256                          
 x3a     ADH-AES256-SHA                 DH         AES        256         TLS_DH_anon_WITH_AES_256_CBC_SHA                  
 x39     DHE-RSA-AES256-SHA             DH         AES        256         TLS_DHE_RSA_WITH_AES_256_CBC_SHA                  
 x38     DHE-DSS-AES256-SHA             DH         AES        256         TLS_DHE_DSS_WITH_AES_256_CBC_SHA                  
 x37     DH-RSA-AES256-SHA              DH/RSA     AES        256         TLS_DH_RSA_WITH_AES_256_CBC_SHA                   
 x36     DH-DSS-AES256-SHA              DH/DSS     AES        256         TLS_DH_DSS_WITH_AES_256_CBC_SHA                   
 x35     AES256-SHA                     RSA        AES        256         TLS_RSA_WITH_AES_256_CBC_SHA                      
 x34     ADH-AES128-SHA                 DH         AES        128         TLS_DH_anon_WITH_AES_128_CBC_SHA                  
